ID,event,int_unit,nonint_unit,int_unit,nonint_unit
1,1,79.75,20.24,10.71,89.28
1,2,79.75,20.24,10.71,89.28
2,1,82.92,17.07,15.33,84.66
2,2,82.92,17.07,15.33,84.66
3,1,86.35,13.64,17.4,82.59
3,2,86.35,13.64,17.4,82.59
4,1,87,12.99,9.68,90.31
4,2,87,12.99,9.68,90.31
5,1,85.85,14.14,24.14,75.85
5,2,85.85,14.14,24.14,75.85
6,1,86.66,13.33,11.87,88.12
6,2,86.66,13.33,11.87,88.12
7,1,80.83,19.16,20.98,79.01
7,2,80.83,19.16,20.98,79.01
8,1,79.93,20,13.6,86.39
8,2,79.93,20,13.6,86.39
