ID,event,int_unit,nonint_unit,int_unit,nonint_unit
1,1,75.23,24.777,11.26,88.74
1,2,75.23,24.77,11.26,88.74
2,1,82.1,17.89,26.26,73.74
2,2,82.11,17.88,26.26,73.73
3,1,84.23,15.76,12.64,87.35
3,2,84.23,15.75,12.64,87.35
4,1,88.93,11.06,23.45,76.55
4,2,88.94,11.06,23.45,76.54
5,1,92.43,7.565,20,79.9
5,2,92.43,7.65,20,79.9
6,1,84.18,15.81,24.2,75.79
6,2,84.18,15.81,24.2,75.79
7,1,83.5,16.49,8.74,91.25
7,2,83.5,16.49,8.74,91.25
8,1,83.79,16.2,19.48,80.51
8,2,83.79,16.2,19.48,80.52
