ID,event,int_unit,nonint_unit,int_unit,nonint_unit
1,1,87.12,12.87,15.97,84.02
1,2,87.12,12.87,15.97,84.02
2,1,80.26,19.73,21.99,78
2,2,80.26,19.73,21.99,78
3,1,82.07,17.92,15.07,84.92
3,2,82.07,17.92,15.07,84.92
4,1,85.9,14.09,12.13,87.86
4,2,85.9,14.09,12.13,87.86
5,1,88.05,11.94,23.81,76.17
5,2,88.06,11.93,23.81,76.18
6,1,87.27,12.72,17.78,82.21
6,2,87.27,12.72,17.79,82.2
7,1,84.44,15.5,20.22,79.77
7,2,84.44,15.55,20.21,79.78
8,1,96,3.91,2.86,97.13
8,2,96,3.91,2.86,97.13
