ID,event,int_unit,nonint_unit,int_unit,nonint_unit
1,1,0.137,99.86,0.137,99.86
1,2,0.137,99.86,0.137,99.86
2,1,21.38,78.61,21.38,78.61
2,2,21.38,78.61,21.38,78.61
3,1,19.85,80.14,19.85,80.14
3,2,19.85,80.14,19.85,80.14
4,1,9.66,90.33,9.66,90.33
4,2,9.66,90.33,9.66,90.33
5,1,16.41,83.57,16.41,83.57
5,2,16.41,83.58,16.42,83.57
6,1,16.73,83.26,16.73,83.26
6,2,16.74,83.26,16.74,83.26
7,1,13.26,86.73,13.26,86.73
7,2,13.26,86.73,13.26,86.73
8,1,8.86,91.13,8.86,91.13
8,2,8.86,91.13,8.86,91.13
