ID,event,int_unit,nonint_unit,int_unit,nonint_unit
1,1,46.02,50.02,45.42,50.63
1,2,45.48,50.02,45.74,50.63
2,1,50.93,49.06,50.92,49.07
2,2,50.93,49.06,50.92,49.07
3,1,50.35,49.64,50.34,49.65
3,2,50.35,49.64,50.34,49.65
4,1,51.62,48.36,51.62,48.37
4,2,51.62,48.36,51.62,48.37
5,1,49.77,50.22,49.77,50.22
5,2,49.77,50.22,49.77,50.22
6,1,48.9,51.09,48.9,51.09
6,2,48.9,51.09,48.9,51.09
7,1,48.19,51.8,48.18,51.81
7,2,48.19,51.8,48.18,51.81
8,1,50.49,49.5,50.48,49.51
8,2,50.49,49.5,50.48,49.51
