ID,event,int_unit,nonint_unit,int_unit,nonint_unit
1,1,89.26,10.73,89.26,10.73
1,2,89.26,10.73,89.26,10.73
2,1,89.01,10.98,89.01,10.98
2,2,89.01,10.98,89.01,10.98
3,1,83.57,16.43,83.57,16.43
3,2,83.56,16.43,83.57,16.42
4,1,83.09,16.9,83.09,16.9
4,2,83.09,16.9,83.07,16.9
5,1,88.91,11.08,88.91,11.08
5,2,88.91,11.08,88.91,11.08
6,1,79.48,20.51,79.48,20.51
6,2,79.48,20.51,79.48,20.51
7,1,81.05,18.94,81.05,18.94
7,2,81.06,18.93,81.05,18.94
8,1,76.27,23.72,76.26,23.72
8,2,76.27,23.72,76.27,23.72
